start_station_id,start_station_name,Outflow,Inflow,Net_Balance,Total_Volume
4184.08,President St & Hoyt St,14697.0,14786,-89.0,29483.0
4187.04,Sumpter St & Fulton St,2706.0,2599,107.0,5305.0
4190.06,Grand Ave & Bergen St,25408.0,25169,239.0,50577.0
4193.14,1 Pl & Clinton St,22705.0,22439,266.0,45144.0
4196.01,Lewis Ave & Fulton St,4257.0,4006,251.0,8263.0
4196.05,Chauncey St & Stuyvesant Ave,16518.0,16457,61.0,32975.0
4199.12,Carlton Ave & Dean St,55175.0,55366,-191.0,110541.0
4199.13,Carlton Ave & St Marks Ave,13512.0,13576,-64.0,27088.0
4202.04,Richards St & Delavan St,7048.0,7489,-441.0,14537.0
4203.04,Somers St & Broadway,1800.0,1479,321.0,3279.0
4205.06,Kingston Ave & Herkimer St,13214.0,12397,817.0,25611.0
4208.01,Sterling Pl & 5 Ave,21284.0,21322,-38.0,42606.0
4212.01,MacDougal St & Rockaway Ave,2934.0,2694,240.0,5628.0
4214.03,Macon St & Nostrand Ave,31246.0,31290,-44.0,62536.0
4214.04,Verona Pl & Fulton St,9527.0,9509,18.0,19036.0
4217.02,Douglass St & 3 Ave,27710.0,28428,-718.0,56138.0
4217.06,Degraw St & 3 Ave,21548.0,22242,-694.0,43790.0
4220.02,Ralph Ave & Fulton St,8051.0,7374,677.0,15425.0
4222.02,Lefferts Pl & Franklin Ave,23199.0,22754,445.0,45953.0
4225.14,Carroll St & Smith St,40896.0,40879,17.0,81775.0
4228.02,Fulton St & Utica Ave,15019.0,15005,14.0,30024.0
4228.06,Chauncey St & Malcolm X Blvd,11288.0,11146,142.0,22434.0
4231.04,Underhill Ave & Pacific St,32055.0,32100,-45.0,64155.0
4237.01,Lewis Ave & Decatur St,7680.0,7801,-121.0,15481.0
4237.02,Albany Ave & Fulton St,11109.0,10454,655.0,21563.0
4243.01,Commerce St & Van Brunt St,9574.0,9859,-285.0,19433.0
4244.06,Broadway & Furman Ave,3390.0,3077,313.0,6467.0
4246.02,MacDonough St & Marcy Ave,16782.0,16703,79.0,33485.0
4249.01,St Marks Pl & 4 Ave,20949.0,21203,-254.0,42152.0
4253.02,Thomas S. Boyland St & Marion St,6179.0,6107,72.0,12286.0
4255.05,Hancock St & Bedford Ave,24396.0,24261,135.0,48657.0
4258.07,Degraw St & Hoyt St,19491.0,19810,-319.0,39301.0
4261.03,Patchen Ave & Bainbridge St,5258.0,5287,-29.0,10545.0
4263.12,Fulton St & Irving Pl,34277.0,33053,1224.0,67330.0
4266.03,Clinton St & Union St,24223.0,24247,-24.0,48470.0
4278.03,Marcus Garvey Blvd & Macon St,18539.0,18625,-86.0,37164.0
4281.08,Bergen St & Flatbush Ave,46223.0,46456,-233.0,92679.0
4285.09,Rockaway Ave & Bainbridge St,8732.0,8593,139.0,17325.0
4290.06,Wyckoff St & 3 Ave,17574.0,17776,-202.0,35350.0
4293.05,Chauncey St & Howard Ave,7461.0,7331,130.0,14792.0
4298.05,Degraw St & Smith St,26815.0,26911,-96.0,53726.0
4301.04,Macon St & Patchen Ave,10434.0,10483,-49.0,20917.0
4301.07,MacDonough St & Malcolm X Blvd,10520.0,10559,-39.0,21079.0
4307.13,President St & Henry St,20030.0,20020,10.0,40050.0
4310.06,Macon St & Lewis Ave,14776.0,14716,60.0,29492.0
4317.05,Bushwick Ave & Furman Ave,5493.0,4809,684.0,10302.0
4319.07,Halsey St & Tompkins Ave,33728.0,33840,-112.0,67568.0
4322.06,Bergen St & 4 Ave,28168.0,28191,-23.0,56359.0
4325.03,Thomas S. Boyland St & Macon St,4313.0,4196,117.0,8509.0
4327.09,Putnam Ave & Nostrand Ave,20077.0,20112,-35.0,40189.0
4330.09,Hoyt St & Warren St,7176.0,7411,-235.0,14587.0
4334.02,Halsey St & Ralph Ave,7095.0,6961,134.0,14056.0
4336.01,Monroe St & Classon Ave,13157.0,13217,-60.0,26374.0
4339.01,Butler St & Court St,22056.0,22168,-112.0,44224.0
4342.04,Hancock St & Malcolm X Blvd,11388.0,11374,14.0,22762.0
4345.11,Fulton St & Waverly Ave,46800.0,46454,346.0,93254.0
4348.07,Carroll St & Columbia St,23701.0,23950,-249.0,47651.0
4354.05,S Portland Ave & Hanson Pl,30473.0,30678,-205.0,61151.0
4354.07,Atlantic Ave & Fort Greene Pl,46225.0,46394,-169.0,92619.0
4357.01,Moffat St & Bushwick,6107.0,6044,63.0,12151.0
4362.04,Pacific St & Nevins St,21843.0,21902,-59.0,43745.0
4366.01,Halsey St & Broadway,6299.0,6290,9.0,12589.0
4366.1,Decatur St & Saratoga Ave,89.0,788,-699.0,877.0
4366.10,Decatur St & Saratoga Ave,5396.0,4741,655.0,10137.0
4368.05,Monroe St & Bedford Ave,38173.0,38185,-12.0,76358.0
4371.01,Warren St & Smith St,27508.0,27835,-327.0,55343.0
4374.01,Picnic Point,4197.0,4211,-14.0,8408.0
4375.02,Jefferson Ave & Patchen Ave,8779.0,8653,126.0,17432.0
4377.04,Cambridge Pl & Gates Ave,28520.0,28464,56.0,56984.0
4380.08,Henry St & Degraw St,26635.0,26749,-114.0,53384.0
4383.06,Hancock St & Stuyvesant Ave,13617.0,13671,-54.0,27288.0
4386.05,Fulton St & Clermont Ave,27890.0,27576,314.0,55466.0
4386.07,Carlton Ave & Greene Ave,24158.0,24217,-59.0,48375.0
4392.04,Putnam Ave & Throop Ave,24402.0,24349,53.0,48751.0
4395.07,Hanson Pl & Ashland Pl,88406.0,88993,-587.0,177399.0
4399.03,Eldert St & Bushwick Ave,6869.0,6848,21.0,13717.0
4401.04,Marcy Ave & Gates Ave,15019.0,14804,215.0,29823.0
4404.1,Bond St & Bergen St,497.0,1595,-1098.0,2092.0
4404.10,Bond St & Bergen St,23029.0,22055,974.0,45084.0
4408.07,Macon St & Howard Ave,9171.0,9157,14.0,18328.0
4410.02,Franklin Ave & Quincy St,26712.0,26724,-12.0,53436.0
4413.08,Warren St & Court St,22904.0,23165,-261.0,46069.0
4416.1,Madison St & Malcolm X Blvd,238.0,5500,-5262.0,5738.0
4416.10,Madison St & Malcolm X Blvd,14004.0,8420,5584.0,22424.0
4419.03,Washington Ave & Greene Ave,7312.0,7362,-50.0,14674.0
4422.04,Columbia St & Degraw St,18867.0,19146,-279.0,38013.0
4422.05,Columbia St & Kane St,12970.0,13048,-78.0,26018.0
4425.02,Lewis Ave & Madison St,18218.0,18012,206.0,36230.0
4428.02,Cumberland St & Lafayette Ave,32352.0,32407,-55.0,64759.0
4432.1,Central Ave & Decatur St,119.0,27,92.0,146.0
4432.10,Central Ave & Decatur St,6314.0,6410,-96.0,12724.0
4434.06,Monroe St & Tompkins Ave,28345.0,28444,-99.0,56789.0
4437.01,3 Ave & Schermerhorn St,31677.0,32045,-368.0,63722.0
4437.09,Nevins St & Schermerhorn St,29600.0,29734,-134.0,59334.0
4440.02,Yankee Ferry Terminal,8751.0,8742,9.0,17493.0
4441.06,Broadway & Hancock St,8707.0,8159,548.0,16866.0
4446.01,Bergen St & Smith St,43748.0,44258,-510.0,88006.0
4446.03,Pacific St & Smith St,29882.0,30463,-581.0,60345.0
4446.05,Dean St & Hoyt St,18701.0,19286,-585.0,37987.0
4450.06,Putnam Ave & Ralph Ave,13037.0,12980,57.0,26017.0
4452.03,Lexington Ave & Classon Ave,29008.0,29051,-43.0,58059.0
4455.1,Congress St & Clinton St,873.0,12899,-12026.0,13772.0
4455.10,Congress St & Clinton St,32359.0,20611,11748.0,52970.0
4455.11,Kane St & Clinton St,21977.0,22347,-370.0,44324.0
4458.06,Stuyvesant Ave & Gates Ave,9397.0,8619,778.0,18016.0
4461.01,Clermont Ave & Lafayette Ave,27702.0,27461,241.0,55163.0
4461.04,DeKalb Ave & Vanderbilt Ave,39984.0,40093,-109.0,80077.0
4461.07,Waverly Ave & Lafayette Ave,18321.0,18367,-46.0,36688.0
4467.03,Monroe St & Marcus Garvey Blvd,15724.0,15593,131.0,31317.0
4470.09,Lafayette Ave & Ft Greene Pl,59420.0,59754,-334.0,119174.0
4474.01,Halsey St & Evergreen Ave,6415.0,6314,101.0,12729.0
4476.03,Marcy Ave & Lafayette Ave,20778.0,20611,167.0,41389.0
4479.06,Bond St & Fulton St,52054.0,52275,-221.0,104329.0
4479.1,Schermerhorn St & Hoyt St,1535.0,2926,-1391.0,4461.0
4479.10,Schermerhorn St & Hoyt St,58199.0,57128,1071.0,115327.0
4483.1,Broadway & Madison St,301.0,55,246.0,356.0
4483.10,Broadway & Madison St,14788.0,14922,-134.0,29710.0
4485.1,Clifton Pl & Bedford Ave,649.0,1865,-1216.0,2514.0
4485.10,Clifton Pl & Bedford Ave,26013.0,24837,1176.0,50850.0
4488.08,Court St & State St,42468.0,42698,-230.0,85166.0
4488.10,Amity St & Court St,279.0,4,275.0,283.0
4491.09,Monroe St & Patchen Ave,11631.0,11471,160.0,23102.0
4494.04,Lafayette Ave & St James Pl,41988.0,41372,616.0,83360.0
4497.09,Congress St & Hicks St,11897.0,12314,-417.0,24211.0
4500.07,Lexington Ave & Stuyvesant Ave,12895.0,12094,801.0,24989.0
4507.07,Wilson Ave & Moffat St,10674.0,10490,184.0,21164.0
4510.04,Greene Ave & Throop Ave,24117.0,24100,17.0,48217.0
4513.06,DeKalb Ave & Hudson Ave,35245.0,35782,-537.0,71027.0
4513.09,Ashland Pl & Dekalb Ave,23684.0,24091,-407.0,47775.0
4517.03,Jefferson Ave & Evergreen Ave,10611.0,10663,-52.0,21274.0
4519.02,Greene Ave & Nostrand Ave,20780.0,20143,637.0,40923.0
4519.04,Kosciuszko St & Nostrand Ave,18557.0,18294,263.0,36851.0
4522.07,State St & Smith St,30892.0,31197,-305.0,62089.0
4526.01,Grove St & Broadway,19757.0,18226,1531.0,37983.0
4528.01,DeKalb Ave & Franklin Ave,20429.0,20594,-165.0,41023.0
4528.03,Lafayette Ave & Franklin Ave,16672.0,16567,105.0,33239.0
4531.05,Henry St & Atlantic Ave,37339.0,37550,-211.0,74889.0
4534.06,Lexington Ave & Patchen Ave,12662.0,12419,243.0,25081.0
4543.07,Lewis Ave & Greene Ave,17168.0,16981,187.0,34149.0
4546.05,Washington Park,31690.0,31760,-70.0,63450.0
4546.06,DeKalb Ave & S Portland Ave,31274.0,31412,-138.0,62686.0
4550.05,Central Ave & Covert St,8635.0,8441,194.0,17076.0
4553.04,Kosciuszko St & Tompkins Ave,23902.0,23903,-1.0,47805.0
4560.01,Madison St & Evergreen Ave,10768.0,10545,223.0,21313.0
4562.02,DeKalb Ave & Bedford Ave,19850.0,20004,-154.0,39854.0
4565.07,Schermerhorn St & Court St,36919.0,37078,-159.0,73997.0
4568.01,Van Buren St & Broadway,8851.0,8398,453.0,17249.0
4576.11,Lafayette Ave & Stuyvesant Ave,10501.0,10022,479.0,20523.0
4582.08,Knickerbocker Ave & Moffat St,5305.0,5233,72.0,10538.0
4587.02,Willoughby St & Ashland Pl,15224.0,15511,-287.0,30735.0
4590.01,Soissons Landing,2812.0,2985,-173.0,5797.0
4591.04,Central Ave & Weirfield St,9440.0,9398,42.0,18838.0
4593.05,Marcy Ave & Hart St,19296.0,19299,-3.0,38595.0
4596.05,Duffield St & Willoughby St,39548.0,39768,-220.0,79316.0
4596.09,Lawrence St & Willoughby St,43644.0,43966,-322.0,87610.0
4600.09,Bushwick Ave & Linden St,15360.0,15002,358.0,30362.0
4605.04,Clinton St & Joralemon St,43549.0,43901,-352.0,87450.0
4608.01,Broadway & Kosciuszko St,12907.0,11447,1460.0,24354.0
4611.03,Willoughby Ave & Hall St,48110.0,47133,977.0,95243.0
4614.04,Atlantic Ave & Furman St,44701.0,45062,-361.0,89763.0
4615.01,Wyckoff Ave & Cooper Ave,5679.0,5674,5.0,11353.0
4617.01,Lewis Ave & Kosciuszko St,14123.0,13650,473.0,27773.0
4620.02,Adelphi St & Myrtle Ave,44332.0,43994,338.0,88326.0
4623.02,Knickerbocker Ave & Halsey St,7748.0,7642,106.0,15390.0
4625.01,Pulaski St & Throop Ave,21817.0,21807,10.0,43624.0
4628.05,Willoughby St & Fleet St,44215.0,44465,-250.0,88680.0
4628.07,Myrtle Ave & Fleet Pl,25884.0,25906,-22.0,51790.0
4631.02,Soissons Landing,9125.0,9220,-95.0,18345.0
4632.1,Central Ave & Woodbine St,311.0,4525,-4214.0,4836.0
4632.10,Central Ave & Woodbine St,15154.0,11018,4136.0,26172.0
4634.02,Willoughby Ave & Walworth St,15086.0,15193,-107.0,30279.0
4637.06,Fulton St & Adams St,55773.0,55847,-74.0,111620.0
4640.01,Bushwick Ave & Harman St,15524.0,15507,17.0,31031.0
4645.04,Henry St & Remsen St,20792.0,20801,-9.0,41593.0
4645.09,Hicks St & Montague St,5779.0,5799,-20.0,11578.0
4648.03,Malcolm X Blvd & DeKalb Ave,9230.0,9242,-12.0,18472.0
4651.02,Clinton Ave & Myrtle Ave,52039.0,51441,598.0,103480.0
4654.01,Norman St & Wyckoff Ave,14249.0,14335,-86.0,28584.0
4656.03,Pulaski St & Marcus Garvey Blvd,14711.0,14459,252.0,29170.0
4659.02,Myrtle Ave & St Edwards St,18399.0,18257,142.0,36656.0
4663.02,Knickerbocker Ave & Hancock St,9975.0,9576,399.0,19551.0
4663.06,Putnam Ave & Knickerbocker Ave,9862.0,9042,820.0,18904.0
4665.02,Willoughby Ave & Tompkins Ave,18296.0,18332,-36.0,36628.0
4668.08,Johnson St & Gold St,21527.0,21617,-90.0,43144.0
4672.01,Menahan St & Central Ave,10878.0,10703,175.0,21581.0
4677.01,Cadman Plaza E & Tillary St,22012.0,22150,-138.0,44162.0
4677.06,Montague St & Clinton St,44271.0,44357,-86.0,88628.0
4680.05,Bushwick Ave & Dekalb Ave,12268.0,11774,494.0,24042.0
4683.02,Emerson Pl & Myrtle Ave,46193.0,43841,2352.0,90034.0
4687.03,Cypress Ave & St Felix Ave,2046.0,1971,75.0,4017.0
4689.03,Suydam St & Broadway,18136.0,17782,354.0,35918.0
4689.08,Stuyvesant Ave & Hart St,13528.0,11829,1699.0,25357.0
4692.01,Clermont Ave & Park Ave,17338.0,17310,28.0,34648.0
4695.04,Irving Ave & Halsey St,11155.0,11097,58.0,22252.0
4697.01,Throop Ave & Myrtle Ave,13078.0,13009,69.0,26087.0
4700.06,Park Ave & St Edwards St,8051.0,8145,-94.0,16196.0
4707.03,Myrtle Ave & Marcy Ave,15027.0,14884,143.0,29911.0
4707.04,Nostrand Ave & Myrtle Ave,11341.0,11355,-14.0,22696.0
4710.06,Jay St & Tech Pl,35709.0,35661,48.0,71370.0
4713.01,Central Ave & Himrod St,12778.0,12666,112.0,25444.0
4715.01,Franklin Ave & Myrtle Ave,11804.0,11795,9.0,23599.0
4718.08,Pierrepont St & Monroe Pl,19358.0,19447,-89.0,38805.0
4718.11,Montague St & Hicks St,30539.0,30549,-10.0,61088.0
4719.04,St Felix Ave & 61 St,5656.0,5700,-44.0,11356.0
4721.01,Cedar St & Evergreen Ave,10507.0,10328,179.0,20835.0
4724.03,Washington Ave & Park Ave,38199.0,37493,706.0,75692.0
4727.06,Summerfield St & Cypress Ave,3809.0,3839,-30.0,7648.0
4729.01,Myrtle Ave & Lewis Ave,27605.0,27403,202.0,55008.0
4732.04,Carlton Ave & Park Ave,17121.0,17275,-154.0,34396.0
4732.08,Carlton Ave & Flushing Ave,19668.0,19754,-86.0,39422.0
4735.03,Putnam Ave & Wyckoff Ave,9989.0,8543,1446.0,18532.0
4735.16,Hancock St & Wyckoff Ave,8601.0,8503,98.0,17104.0
4743.04,Linden St & Knickerbocker Ave,6136.0,6183,-47.0,12319.0
4748.07,Clinton St & Tillary St,29969.0,29902,67.0,59871.0
4751.01,Cedar St & Myrtle Ave,13408.0,13279,129.0,26687.0
4756.04,Brooklyn Bridge Park - Pier 2,21800.0,21977,-177.0,43777.0
4757.06,Seneca Ave & Decatur St,1679.0,1598,81.0,3277.0
4759.02,Willoughby Ave & Myrtle Ave,25450.0,25517,-67.0,50967.0
4762.04,Clinton Ave & Flushing Ave,13731.0,13705,26.0,27436.0
4762.05,Flushing Ave & Vanderbilt Ave,40340.0,40541,-201.0,80881.0
4765.07,Cypress Ave & George St,3591.0,3583,8.0,7174.0
4768.02,Park Ave & Marcus Garvey Blvd,15707.0,15659,48.0,31366.0
4771.07,N Portland Ave & Flushing Ave,11436.0,11879,-443.0,23315.0
4775.01,Irving Ave & Palmetto St,9753.0,9762,-9.0,19515.0
4778.03,Park Ave & Marcy Ave,4396.0,4312,84.0,8708.0
4781.03,Concord St & Bridge St,18235.0,18324,-89.0,36559.0
4781.05,Nassau St & Duffield St,20081.0,21037,-956.0,41118.0
4784.02,Greene Ave & Myrtle Ave,12738.0,12756,-18.0,25494.0
4789.03,Clark St & Henry St,51459.0,51422,37.0,102881.0
4792.03,Central Ave & Starr St,19704.0,19720,-16.0,39424.0
4798.02,Forest Ave & Summerfield St,4571.0,4568,3.0,9139.0
4798.1,Stephen St & Seneca Ave,46.0,390,-344.0,436.0
4798.10,Stephen St & Seneca Ave,2446.0,2105,341.0,4551.0
4801.04,Melrose St & Broadway,31639.0,31668,-29.0,63307.0
4804.02,Dock 72 Way & Market St,23514.0,23735,-221.0,47249.0
4807.02,Madison St & Cypress Ave,8966.0,8705,261.0,17671.0
4812.02,Nassau St & Navy St,17732.0,18834,-1102.0,36566.0
4812.04,Sands St Gate,23950.0,24035,-85.0,47985.0
4816.02,Myrtle Ave & Linden St,5280.0,5025,255.0,10305.0
4816.05,Myrtle Ave & Grove St,6461.0,6450,11.0,12911.0
4818.02,Nostrand Ave & Flushing Ave,7047.0,6941,106.0,13988.0
4818.03,Union Ave & Wallabout St,8020.0,8010,10.0,16030.0
4821.03,Sands St & Jay St,29138.0,30038,-900.0,59176.0
4821.06,Cadman Plaza E & Red Cross Pl,19595.0,19667,-72.0,39262.0
4821.1,Adams St & Prospect St,457.0,6533,-6076.0,6990.0
4821.10,Adams St & Prospect St,17383.0,12217,5166.0,29600.0
4824.03,Stockholm St & Wilson Ave,19653.0,19696,-43.0,39349.0
4826.04,Wallabout St & Kent Ave,10137.0,9996,141.0,20133.0
4829.01,Columbia Heights & Cranberry St,14518.0,14399,119.0,28917.0
4830.02,61 St & 60 Ln,4783.0,4807,-24.0,9590.0
4832.07,Central Ave & Melrose St,12599.0,12666,-67.0,25265.0
4837.03,Centre St & Seneca Ave,6261.0,6272,-11.0,12533.0
4840.06,Beaver St & Fayette St,18662.0,18675,-13.0,37337.0
4843.01,5 St & Market St,13224.0,12973,251.0,26197.0
4846.01,South St & Whitehall St,30443.0,31224,-781.0,61667.0
4847.03,Wyckoff Ave & Gates Ave,31778.0,31154,624.0,62932.0
4850.04,Tompkins Ave & Hopkins St,10917.0,10975,-58.0,21892.0
4853.06,Bridge St & York St,13621.0,14713,-1092.0,28334.0
4856.05,Irving Ave & Harman St,14366.0,14513,-147.0,28879.0
4861.05,Henry St & Middagh St,20628.0,20810,-182.0,41438.0
4862.04,Myrtle Ave & 65 St,5246.0,5312,-66.0,10558.0
4862.07,Cooper Ave & 65 Pl,2909.0,2870,39.0,5779.0
4864.09,Wilson Ave & Troutman St,21832.0,21921,-89.0,43753.0
4871.02,71 Ave & Myrtle Ave,8364.0,8378,-14.0,16742.0
4873.08,Evergreen Ave & Noll St,18840.0,18961,-121.0,37801.0
4880.11,Madison St & Seneca Ave,6853.0,6599,254.0,13452.0
4883.03,Broadway & Whipple St,21893.0,22050,-157.0,43943.0
4889.06,Bus Slip & State St,21761.0,22754,-993.0,44515.0
4890.11,Menahan St & Wyckoff Ave,8786.0,8802,-16.0,17588.0
4892.02,Lorimer St & Harrison Ave,1951.0,1994,-43.0,3945.0
4895.03,Front St & Jay St,31806.0,32263,-457.0,64069.0
4895.09,Jay St & York St,50435.0,50967,-532.0,101402.0
4895.15,Pearl St & York St,12128.0,13255,-1127.0,25383.0
4898.02,Irving Ave & DeKalb Ave,16075.0,16163,-88.0,32238.0
4903.08,Old Fulton St,30326.0,30528,-202.0,60854.0
4903.09,Dock St & Front St,18350.0,18736,-386.0,37086.0
4904.03,Cypress Hills St & Otto Rd,1923.0,1890,33.0,3813.0
4906.07,George St & Wilson Ave,13713.0,13831,-118.0,27544.0
4912.1,Catalpa Ave & Woodward Ave,243.0,4999,-4756.0,5242.0
4912.10,Catalpa Ave & Woodward Ave,13155.0,8437,4718.0,21592.0
4914.03,Bushwick Ave & Forrest St,16145.0,16222,-77.0,32367.0
4920.13,South St & Broad St,4846.0,5260,-414.0,10106.0
4921.04,Cypress Ave & Palmetto St,5530.0,5165,365.0,10695.0
4927.04,Front St & Gold St,24968.0,25247,-279.0,50215.0
4931.05,Wyckoff Ave & Stanhope St,29411.0,29312,99.0,58723.0
4933.03,Marcy Ave & Lynch St,1851.0,1914,-63.0,3765.0
4933.04,Marcy Ave & Rutledge St,2042.0,2079,-37.0,4121.0
4936.01,Front St & Washington St,41835.0,43309,-1474.0,85144.0
4936.21,Main St & Plymouth St,35005.0,35364,-359.0,70369.0
4939.07,Suydam St & Knickerbocker Ave,25528.0,25764,-236.0,51292.0
4945.06,Fresh Pond Rd & 69 Ave,6362.0,6298,64.0,12660.0
4947.04,Central Ave & Flushing Ave,10568.0,10563,5.0,21131.0
4953.04,South St & Gouverneur Ln,31249.0,30975,274.0,62224.0
4953.08,Front St & Pine St,14485.0,14838,-353.0,29323.0
4954.07,Madison St & Woodward Ave,7629.0,7576,53.0,15205.0
4956.02,Humboldt St & Varet St,5171.0,5206,-35.0,10377.0
4956.09,Seigel St & Humboldt St,4166.0,4263,-97.0,8429.0
4962.01,Broadway & Battery Pl,27385.0,27749,-364.0,55134.0
4962.08,Broad St & Bridge St,24842.0,25471,-629.0,50313.0
4962.09,Pearl St & Whitehall St,10832.0,11278,-446.0,22110.0
4963.13,Menahan St & Seneca Ave,8853.0,8706,147.0,17559.0
4965.01,Lorimer St & Broadway,11506.0,11560,-54.0,23066.0
4968.03,Bridge St & Front St,40288.0,41080,-792.0,81368.0
4971.01,Hart St & Wyckoff Ave,11526.0,11572,-46.0,23098.0
4977.03,65 St & Otto Rd,3222.0,3253,-31.0,6475.0
4979.07,Knickerbocker Ave & George St,14081.0,14279,-198.0,28360.0
4982.02,Taylor St & Bedford Ave,5952.0,6006,-54.0,11958.0
4985.09,60 Pl & 67 Ave,2963.0,2887,76.0,5850.0
4987.06,White St & Moore St,14707.0,14798,-91.0,29505.0
4990.02,Railroad Ave & Kay Ave,2152.0,2080,72.0,4232.0
4993.02,Pearl St & Hanover Square,33126.0,33732,-606.0,66858.0
4993.13,Old Slip & South St,21802.0,23329,-1527.0,45131.0
4993.15,Water St & Gouverneur Ln,16795.0,18024,-1229.0,34819.0
4994.1,Onderdonk Ave & Gates Ave,198.0,1440,-1242.0,1638.0
4994.10,Onderdonk Ave & Gates Ave,10264.0,8900,1364.0,19164.0
4996.08,McKibbin St & Manhattan Ave,23733.0,23852,-119.0,47585.0
5001.08,Little West St & 1 Pl,46342.0,46773,-431.0,93115.0
5002.09,Harman St & Seneca Ave,10545.0,10603,-58.0,21148.0
5004.02,Boerum St & Broadway,19348.0,19505,-157.0,38853.0
5010.02,Willoughby Ave & Wyckoff Ave,24828.0,24888,-60.0,49716.0
5018.06,Knickerbocker Ave & Thames St,15196.0,15294,-98.0,30490.0
5021.05,Kent Ave & Division Ave,26264.0,26405,-141.0,52669.0
5024.1,Water St & Fletcher St,1037.0,3470,-2433.0,4507.0
5024.10,Water St & Fletcher St,47354.0,46317,1037.0,93671.0
5025.02,Madison St & Forest Ave,8438.0,7769,669.0,16207.0
5027.02,Bushwick Ave & McKibbin St,11266.0,11271,-5.0,22537.0
5033.01,Broadway & Morris St,39519.0,40416,-897.0,79935.0
5034.03,Menahan St & Onderdonk Ave,10782.0,10670,112.0,21452.0
5036.06,Leonard St & Boerum St,16761.0,16822,-61.0,33583.0
5043.06,Suydam St & St Nicholas Ave,7214.0,7261,-47.0,14475.0
5045.05,Division Ave & Hooper St,18187.0,17804,383.0,35991.0
5051.01,Wyckoff Ave & Jefferson St,23451.0,23573,-122.0,47024.0
5051.02,Irving Ave & Jefferson St,16456.0,16579,-123.0,33035.0
5053.01,Lee Ave & Taylor St,3452.0,3439,13.0,6891.0
5057.07,67 Ave & Fresh Pond Rd,6186.0,5917,269.0,12103.0
5057.09,64 St & Woodbine St,4596.0,4479,117.0,9075.0
5059.02,McKibbin St & Bogart St,24776.0,25158,-382.0,49934.0
5065.1,Maiden Ln & Pearl St,621.0,10626,-10005.0,11247.0
5065.10,Maiden Ln & Pearl St,27198.0,17363,9835.0,44561.0
5065.12,William St & Pine St,34213.0,34463,-250.0,68676.0
5065.14,Cliff St & Fulton St,45798.0,46554,-756.0,92352.0
5066.03,Fairview Ave & Linden St,8411.0,8237,174.0,16648.0
5068.02,Montrose Ave & Bushwick Ave,47206.0,47230,-24.0,94436.0
5073.07,Greenwich St & Rector St,26205.0,27112,-907.0,53317.0
5074.08,Woodward Ave & Harman St,8061.0,7992,69.0,16053.0
5076.04,Scholes St & Lorimer St,25198.0,25193,5.0,50391.0
5082.08,Jefferson St & Cypress Ave,15930.0,16036,-106.0,31966.0
5084.03,Division Ave & Marcy Ave,7845.0,7894,-49.0,15739.0
5090.06,Harrison Pl & Porter Ave,8526.0,8647,-121.0,17173.0
5093.01,Bedford Ave & S 9 St,13259.0,13402,-143.0,26661.0
5096.12,Peck Slip & South St,31701.0,32192,-491.0,63893.0
5097.02,60 Pl & Linden St,4528.0,4249,279.0,8777.0
5099.02,Waterbury St & Stagg St,16081.0,16273,-192.0,32354.0
5099.03,White St & Johnson Ave,5766.0,5932,-166.0,11698.0
5105.01,Liberty St & Broadway,53868.0,54776,-908.0,108644.0
5105.09,Liberty St & Nassau St,21397.0,21278,119.0,42675.0
5106.04,Greene Ave & Grandview Ave,7896.0,7829,67.0,15725.0
5108.01,Scholes St & Manhattan Ave,42401.0,42448,-47.0,84849.0
5114.06,West Thames St,39057.0,38917,140.0,77974.0
5114.08,South End Ave & Albany St,46376.0,47053,-677.0,93429.0
5115.01,Onderdonk Ave & Dekalb Ave,8894.0,8939,-45.0,17833.0
5115.05,Willoughby Ave & Onderdonk Ave,9068.0,8971,97.0,18039.0
5117.05,Stagg St & Union Ave,35070.0,35040,30.0,70110.0
5123.07,Stewart Ave & Johnson Ave,8336.0,8394,-58.0,16730.0
5125.03,S 5 Pl & S 5 St,39698.0,41142,-1444.0,80840.0
5125.07,Broadway & Roebling St,29837.0,29957,-120.0,59794.0
5128.04,Catherine St & Monroe St,24729.0,24890,-161.0,49619.0
5129.01,Palmetto St & Traffic Ave,1935.0,1627,308.0,3562.0
5134.09,Broadway & Kent Ave,62505.0,62784,-279.0,125289.0
5137.1,Spruce St & Nassau St,788.0,15425,-14637.0,16213.0
5137.10,Spruce St & Nassau St,39814.0,25388,14426.0,65202.0
5137.11,Fulton St & William St,52825.0,53187,-362.0,106012.0
5137.12,Gold St & Frankfort St,14882.0,15172,-290.0,30054.0
5138.03,60 Pl & Bleecker St,3414.0,3070,344.0,6484.0
5140.06,Bushwick Ave & Stagg St,8560.0,8564,-4.0,17124.0
5145.02,Albany St & Greenwich St,28149.0,28710,-561.0,56859.0
5146.03,Stanhope St & Fairview Ave,8964.0,8720,244.0,17684.0
5148.03,Leonard St & Maujer St,31090.0,30719,371.0,61809.0
5156.05,S 4 St & Rodney St,38312.0,38350,-38.0,76662.0
5159.04,Pike St & Monroe St,23946.0,24000,-54.0,47946.0
5159.07,South St & Pike St,24415.0,24530,-115.0,48945.0
5160.01,Metropolitan Ave & 65 Ln,2404.0,2345,59.0,4749.0
5164.05,Broadway & Berry St,45988.0,46266,-278.0,92254.0
5167.06,St James Pl & Pearl St,16314.0,16455,-141.0,32769.0
